"Display Name","ID","Costing Method","Inventory Valuation","Price Difference Account/ID","Price Difference Account/Code","Price Difference Account/Account Name","Price Difference Account/Type","Price Difference Account/Deprecated","Price Difference Account/Company/ID","Price Difference Account/Company/Company Name"
"Packing-Plastic","3421","Standard Price","Manual","","","","","","",""
"Packing-Sticker","3425","Standard Price","Manual","","","","","","",""
"Pallet","3582","Standard Price","Manual","","","","","","",""
"Panel Box","320","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Pipe (အရောင်ဖျော့)","3410","Standard Price","Manual","","","","","","",""
"Pipe(ပေတို)","3388","Standard Price","Manual","","","","","","",""
"Popular Group","1896","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / BOX","599","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Brush","587","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King  အုပ်ဆောင်း","616","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ခုံ","615","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ချိတ်","614","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ခြင်း","613","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ဇကာ","617","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ဇလုံ","612","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ထွေးခံ","622","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ဖလား","611","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ဘူး","619","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ရေခွက်","620","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ရေပုံး","618","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / King ဦးထုပ်","621","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / MOANA  Brush","3583","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA  ‌‌‌ဂေါ်ပြား","3631","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA Box","3412","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ချိတ်","3633","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ခြင်း","3634","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ဇကာ","3613","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ဇလုံ","3635","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ထွေးခံ","3637","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ရေပုံး","3636","Standard Price","Manual","","","","","","",""
"Popular Group / Mango  Brush","623","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Mango Box","2871","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Mango ဇလုံ","626","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Mango တံမျက်စည်း","624","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Mango ဖလား","625","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ORDER","648","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit Box","672","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit Foot Mass","678","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ကတော့","662","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ခုံ","676","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ချိတ်","663","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ခြင်း","653","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ခွက်","667","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဂေါ် ပြား","658","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဂျိုင့်","666","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit စင်","655","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit စဉ့်နီတုံး","661","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit စားပွဲ","677","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဆပ်ပြာခွက်","673","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဆီးအိုး","657","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဇကာ","652","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဇလုံ","651","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ပန်းအိုး","669","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ပုဂံ","671","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဖလား","670","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ဘူး","660","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit မုန့်စင်","654","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit မှန်","659","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ယပ်တောင်","668","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ရေခဲဘူး","679","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ရေတကောင်း","665","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit ရေပုံး","674","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit လင်ဗန်း","664","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit အမှိုက်ပုံး","675","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / Summit အုပ်ဆောင်း","656","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ခုံ","608","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ချိတ်","596","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ခြင်း","598","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / စက်ဘီးခြင်း","271","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / စင်","605","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / စားပွဲ","607","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဆပ်ပြာခွက်","584","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဆီးအိုး","586","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဇကာ","597","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဇလုံ","601","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ထွေးခံ","585","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ပုဂံ","583","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဖလား","592","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဗီဒို","3401","Standard Price","Manual","","","","","","",""
"Popular Group / ဘူး","579","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / မုန့်ကဒ်","606","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / မှန်","307","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ယပ်တောင်","591","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ရေခဲဘူး","580","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ရေခွက်","581","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ရေတကောင်း","582","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ရေပုံး","600","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ရေမှုတ်","593","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / လင်ဗန်း","589","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / အမှိုက်ပုံး","603","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / အိမ်သာ Brush","588","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / အုပ်ဆောင်း","602","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / အံဆွဲ","604","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ဦးထုပ်","590","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Group / ‌‌‌ဂေါ်ပြား","594","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Popular Pipe (Cancel)","365","Standard Price","Automated","17906","502004","Price Difference ","Cost of Revenue","","54","မထားစု Industry (1.6.2022)"
"Production","3615","Standard Price","Manual","","","","","","",""
"Raw","3580","Standard Price","Manual","","","","","","",""
"Raw (Bajar Pipe)","3378","Standard Price","Manual","","","","","","",""
