"Display Name","ID","Costing Method","Inventory Valuation","Price Difference Account/ID","Price Difference Account/Code","Price Difference Account/Account Name","Price Difference Account/Type","Price Difference Account/Deprecated","Price Difference Account/Company/ID","Price Difference Account/Company/Company Name"
"Popular Group / MOANA ချိတ်","3633","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ခြင်း","3634","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ဇကာ","3613","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / MOANA ဇလုံ","3635","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ထွေးခံ","3637","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ရေပုံး","3636","Standard Price","Manual","","","","","","",""
"Popular Group / Mango  Brush","623","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Mango Box","2871","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Mango ဇလုံ","626","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Mango တံမျက်စည်း","624","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Mango ဖလား","625","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ORDER","648","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit Box","672","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit Foot Mass","678","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ကတော့","662","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ခုံ","676","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ချိတ်","663","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ခြင်း","653","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ခွက်","667","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဂေါ် ပြား","658","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဂျိုင့်","666","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit စင်","655","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit စဉ့်နီတုံး","661","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit စားပွဲ","677","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဆပ်ပြာခွက်","673","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဆီးအိုး","657","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဇကာ","652","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဇလုံ","651","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ပန်းအိုး","669","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ပုဂံ","671","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဖလား","670","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ဘူး","660","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit မုန့်စင်","654","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit မှန်","659","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ယပ်တောင်","668","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ရေခဲဘူး","679","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ရေတကောင်း","665","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit ရေပုံး","674","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit လင်ဗန်း","664","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit အမှိုက်ပုံး","675","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / Summit အုပ်ဆောင်း","656","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ခုံ","608","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ချိတ်","596","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ခြင်း","598","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / စက်ဘီးခြင်း","271","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / စင်","605","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / စားပွဲ","607","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဆပ်ပြာခွက်","584","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဆီးအိုး","586","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဇကာ","597","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဇလုံ","601","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ထွေးခံ","585","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ပုဂံ","583","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဖလား","592","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဗီဒို","3401","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဘူး","579","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / မုန့်ကဒ်","606","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / မှန်","307","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ယပ်တောင်","591","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ရေခဲဘူး","580","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ရေခွက်","581","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ရေတကောင်း","582","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ရေပုံး","600","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ရေမှုတ်","593","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / လင်ဗန်း","589","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / အမှိုက်ပုံး","603","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / အိမ်သာ Brush","588","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / အုပ်ဆောင်း","602","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / အံဆွဲ","604","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ဦးထုပ်","590","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Group / ‌‌‌ဂေါ်ပြား","594","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Popular Pipe (Cancel)","365","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"Production","3615","Standard Price","Manual","","","","","","",""
"Raw","3580","Standard Price","Manual","","","","","","",""
"Raw (Bajar Pipe)","3378","Standard Price","Manual","","","","","","",""
"Raw (Recycle)","3377","Standard Price","Manual","","","","","","",""
"Raw Chemical","3427","Standard Price","Manual","","","","","","",""
"Raw Materials","3334","Standard Price","Manual","","","","","","",""
"Raw Materials(Hose)","3628","Standard Price","Manual","","","","","","",""
"Recycle","3429","Standard Price","Manual","","","","","","",""
"Recycle (Kaw Seed)","3431","Standard Price","Manual","","","","","","",""
"Recycle(Hose)","3629","Standard Price","Manual","","","","","","",""
"Reject","3599","Standard Price","Manual","","","","","","",""
"Repro Tee ","630","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Gutter","363","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Hose","319","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Pipe","350","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Window Profile","374","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Window Profile / Window","354","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO Window Profile / Window Profile","355","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO.","375","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Base Box","270","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Board","272","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Breaker Box","277","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Choke","281","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / FX  Design","290","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Globe","3294","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / Joint Box","304","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PDI  Design","309","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PPI  Design","310","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PRU  Design","311","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PSG  Design","312","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PSI  Design","313","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PSK  Design","314","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
"SOGO. / PSO  Design","315","Standard Price","Manual","77250","502004","Price Different","Expenses","","118","Popular Plastic Group"
