Company ID,Category ID,External ID,Category,Source valuation,Before,Verified after,Status
9,585,__import__.pp_pc_7,Popular Group / ထွေးခံ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,583,__import__.pp_pc_5,Popular Group / ပုဂံ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,592,__import__.pp_pc_15,Popular Group / ဖလား,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3401,__export__.product_category_3401_c5e2c6a6,Popular Group / ဗီဒို,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,579,__import__.pp_pc_1,Popular Group / ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,606,__import__.pp_pc_29,Popular Group / မုန့်ကဒ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,307,__import__.pci_39,Popular Group / မှန်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,591,__import__.pp_pc_13,Popular Group / ယပ်တောင်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,580,__import__.pp_pc_2,Popular Group / ရေခဲဘူး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,581,__import__.pp_pc_3,Popular Group / ရေခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,582,__import__.pp_pc_4,Popular Group / ရေတကောင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,600,__import__.pp_pc_23,Popular Group / ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,593,__import__.pp_pc_16,Popular Group / ရေမှုတ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,589,__import__.pp_pc_11,Popular Group / လင်ဗန်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,603,__import__.pp_pc_26,Popular Group / အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,588,__import__.pp_pc_10,Popular Group / အိမ်သာ Brush,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,602,__import__.pp_pc_25,Popular Group / အုပ်ဆောင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,604,__import__.pp_pc_27,Popular Group / အံဆွဲ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,590,__import__.pp_pc_12,Popular Group / ဦးထုပ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,594,__import__.pp_pc_17,Popular Group / ‌‌‌ဂေါ်ပြား,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,365,__export__.product_category_365_34a765d9,Popular Pipe (Cancel),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3615,__export__.product_category_3615_22b6ebc3,Production,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3580,__export__.product_category_3580_90496ca9,Raw,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3378,__export__.product_category_3378_58d91117,Raw (Bajar Pipe),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3377,__export__.product_category_3377_68f744bb,Raw (Recycle),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3427,__export__.product_category_3427_6a7f9da7,Raw Chemical,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3334,__export__.product_category_3334_30f3c768,Raw Materials,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3628,__export__.product_category_3628_2d308e32,Raw Materials(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3429,__export__.product_category_3429_56bfe66b,Recycle,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3431,__export__.product_category_3431_1d95c000,Recycle (Kaw Seed),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3629,__export__.product_category_3629_b8167aa4,Recycle(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3599,__export__.product_category_3599_10008b78,Reject,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,630,__import__.pp_pc_55,Repro Tee ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,363,__export__.product_category_363_5d205423,SOGO Gutter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,319,__import__.pci_51,SOGO Hose,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,350,__import__.pci_82,SOGO Pipe,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,374,__import__.new_pc_2,SOGO Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,354,__import__.pci_86,SOGO Window Profile / Window,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,355,__import__.pci_87,SOGO Window Profile / Window Profile,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,375,__import__.new_pc_3,SOGO.,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,270,__import__.pci_2,SOGO. / Base Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,272,__import__.pci_4,SOGO. / Board,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,277,__import__.pci_9,SOGO. / Breaker Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,281,__import__.pci_13,SOGO. / Choke,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,290,__import__.pci_22,SOGO. / FX  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,3294,__export__.product_category_3294_987ca084,SOGO. / Globe,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,304,__import__.pci_36,SOGO. / Joint Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,309,__import__.pci_41,SOGO. / PDI  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,310,__import__.pci_42,SOGO. / PPI  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,311,__import__.pci_43,SOGO. / PRU  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,312,__import__.pci_44,SOGO. / PSG  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,313,__import__.pci_45,SOGO. / PSI  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,314,__import__.pci_46,SOGO. / PSK  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,315,__import__.pci_47,SOGO. / PSO  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,316,__import__.pci_48,SOGO. / PSR  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,322,__import__.pci_54,SOGO. / Plug,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,331,__import__.pci_63,SOGO. / SG  Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,283,__import__.pci_15,SOGO. / Sogo Clip,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,338,__import__.pci_70,SOGO. / Switch/Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,3333,__export__.product_category_3333_ff0be4c8,Semi Finished Goods,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3587,__export__.product_category_3587_b0486ecd,Septic Tank,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3588,__export__.product_category_3588_a707314e,Septic Tank - Accessories,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3640,product.product_category_services,Services,,Perpetual (at invoicing),Perpetual (at invoicing),excluded-preserved
9,3284,__export__.product_category_3284_17585f71,Smart Aircon,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,3385,__export__.product_category_3385_94240163,Socket DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,337,__import__.pci_69,Sprinkler,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,3586,__export__.product_category_3586_8d794744,Sticker,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,610,__import__.pp_pc_33,Thinwall,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,376,__import__.new_pc_4,Trunking,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,318,__import__.pci_50,Trunking / PVC E-Pipe,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,344,__import__.pci_76,Trunking / Trunking,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,345,__import__.pci_77,Union,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3383,__export__.product_category_3383_c86b62ee,Waste,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,352,__import__.pci_84,Water Tap,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,3301,__export__.product_category_3301_e4451e8c,Window Accessory,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3303,__export__.product_category_3303_bbca3519,YS Design,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,681,__export__.product_category_681_9a358c7e,Yoma Pipe (Cancel),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3286,__export__.product_category_3286_343a1c83,ကားကတ်ဆက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,629,__import__.pp_pc_54,ကြက်စာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,638,__import__.pp_pc_63,ကြိတ်သားသံစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3285,__export__.product_category_3285_908d6f5b,ကြွေပြား,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,632,__import__.pp_pc_57,ခြင်းလုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3280,__export__.product_category_3280_b9328203,ဂဏန်းခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3612,__export__.product_category_3612_39d7c589,ငှက်သိုက်ခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,1897,__export__.product_category_1897_2deea164,စည်ပင်အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,636,__import__.pp_pc_61,စတီးစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,641,__import__.pp_pc_66,စာအုပ်စင်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3298,__export__.product_category_3298_c7174ae8,ဆီပေပါ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,628,__import__.pp_pc_53,နို့ဆီပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,627,__import__.pp_pc_52,ပန်းအိုး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,640,__import__.pp_pc_65,ပုဂံစင်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3392,__export__.product_category_3392_f14f0b11,ဖော့ပြား,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3292,__export__.product_category_3292_26ebdf8f,ဖော့ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,358,__export__.product_category_358_403d3381,ဘိုထိုင်ကြွေအိုး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,289,__import__.pci_21,မီးသတ်ဆေးဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,682,__export__.product_category_682_abd63030,မီးအားမြှင့်စက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
9,642,__import__.pp_pc_67,မုန့်စင်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,650,__import__.pp_pc_77,ရာဘာခံခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,303,__import__.pci_35,ရေခဲပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3279,__export__.product_category_3279_2a33f97c,ရေခဲမုန့်ဇွန်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3282,__export__.product_category_3282_5c50c65d,ရေချိုးခန်းမှန်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,2878,__export__.product_category_2878_b8304292,ရေတိုင်ကီ Group,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,2873,__export__.product_category_2873_7b75f29c,ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,351,__import__.pci_83,ရေတိုင်ကီ Group / ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,3299,__export__.product_category_3299_fab6c343,ရေဖြန်းခေါင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,609,__import__.pp_pc_32,ရေသန့်ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,649,__import__.pp_pc_75,ရွှေဘူး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,644,__import__.pp_pc_70,လမ်းဘလောက်တုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,631,__import__.pp_pc_56,သော့ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,643,__import__.pp_pc_68,သံခုံ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,635,__import__.pp_pc_60,သံစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,1908,__export__.product_category_1908_47a0ade5,သံစားပွဲ Group,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,595,__import__.pp_pc_18,အိမ်သာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,343,__import__.pci_75,အိမ်သာပိုက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
9,639,__import__.pp_pc_64,အ၀တ်လှန်းစင်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3291,__export__.product_category_3291_13f3657c, ဆီပုံး ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,1906,__export__.product_category_1906_2a260812, မယ်လမင်း Group,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3413,__export__.product_category_3413_84b0a738, မယ်လမင်း Group / Gold မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,647,__import__.pp_pc_73, မယ်လမင်း Group / Lion မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,645,__import__.pp_pc_71, မယ်လမင်း Group / Mango မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,646,__import__.pp_pc_72, မယ်လမင်း Group / Mango မယ်လမင်းအပါး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3411,__export__.product_category_3411_dae24cc6, မယ်လမင်း Group / Marble မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3407,__export__.product_category_3407_0d02edff, မယ်လမင်း Group / မယ်လမင်း(အမဲ),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3619,__export__.product_category_3619_180f4647,001-Accessories,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3620,__export__.product_category_3620_2955c9c7,001-Accessories/Aluminium Coil,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3621,__export__.product_category_3621_9a276b04,001-Accessories/Heater Coil,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3622,__export__.product_category_3622_5b924345,001-Filter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3573,__export__.product_category_3573_9fd73ff9,001-Raw Recycle,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3616,__export__.product_category_3616_17a68cba,001-Sticker/King,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3617,__export__.product_category_3617_0abbe59d,001-Sticker/SOGO,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3618,__export__.product_category_3618_efcb78a9,001-Sticker/Yamaha,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3382,__export__.product_category_3382_52e2ccdc,Accessories for Machinery,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3423,__export__.product_category_3423_84ffab75,Accessories for Machinery-Domino,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3420,__export__.product_category_3420_af953f8c,Accessories for Machinery-Filter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3424,__export__.product_category_3424_b9c29295,Accessories for Machinery-Inject Printer,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3626,__export__.product_category_3626_a218c152,Accessory For Machinery(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3300,__export__.product_category_3300_b52701e9,Adapter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,1,__export__.product_category_1_ca1a5e3b,All,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,680,delivery.product_category_deliveries,All / Deliveries,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3,product.product_category_expenses,All / Expenses,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3614,__export__.product_category_3614_cd7323c5,Ball Valve Accessory,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,269,__import__.pci_1,Ball Valve စွပ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3396,__export__.product_category_3396_3e900dcb,Ball Valve ရစ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3387,__export__.product_category_3387_40ce6479,Bio Ball,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3593,__export__.product_category_3593_264057ec,Black Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3288,__export__.product_category_3288_d2018909,COVID Face Shield,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3289,__export__.product_category_3289_b52ca8e4,COVID အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3287,__export__.product_category_3287_f28fc382,Calendar Clip,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,280,__import__.pci_12,Ceiling,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,633,__import__.pp_pc_58,Clip,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,2872,__export__.product_category_2872_e3b4cc1e,Comb,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3430,__export__.product_category_3430_a4e57b3d,Compound,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3630,__export__.product_category_3630_1620311e,Compound(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,284,__import__.pci_16,Corner,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3290,__export__.product_category_3290_c67410db,Cross Tee Ball Valve,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3603,__export__.product_category_3603_0b740203,Damage Gold Lex Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3602,__export__.product_category_3602_0585878c,Damage Mango Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3600,__export__.product_category_3600_816da8ed,Damage PVC E-Pipe,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3601,__export__.product_category_3601_7ed1665a,Damage SOGO Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3432,__export__.product_category_3432_fe241044,Damage Trunking,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3591,__export__.product_category_3591_e70a5155,Design Paper- Gold Series,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3597,__export__.product_category_3597_7e926548,Design Paper-Lion,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3592,__export__.product_category_3592_fead2594,Design Paper-Melamine,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3595,__export__.product_category_3595_4f5df176,Design Paper-Urea,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,286,__import__.pci_18,Door Lock,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3632,__export__.product_category_3632_b8feb439,Dye Powder,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3604,__export__.product_category_3604_fdd27f12,FG-Damage,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3322,__export__.product_category_3322_967f4585,Factory Box,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3325,__export__.product_category_3325_ffa2bc24,Factory Diesel,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3321,__export__.product_category_3321_526e05ba,Factory Label,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3320,__export__.product_category_3320_92de9749,Factory Labour,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3323,__export__.product_category_3323_dbadcff3,Factory Metal,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3324,__export__.product_category_3324_9c7e6e4c,Factory Meter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3326,__export__.product_category_3326_a9641d09,Factory Other,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3327,__export__.product_category_3327_818d4158,Factory Plastic,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3589,__export__.product_category_3589_7fa0f19a,File Clip Frame,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3379,__export__.product_category_3379_ea11ca34,Finished Goods ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,373,__import__.new_pc_1,Fitting Group.,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,274,__import__.pci_6,Fitting Group. / Brass Faucet Elbow,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,275,__import__.pci_7,Fitting Group. / Brass Faucet Socket,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,276,__import__.pci_8,Fitting Group. / Brass Faucet Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3390,__export__.product_category_3390_24194726,Fitting Group. / Bushing,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,278,__import__.pci_10,Fitting Group. / Cap,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,279,__import__.pci_11,Fitting Group. / Cap DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,282,__import__.pci_14,Fitting Group. / Clean Out Plug,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,285,__import__.pci_17,Fitting Group. / Cross TY DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3283,__export__.product_category_3283_4f9ad5af,Fitting Group. / Cross Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,287,__import__.pci_19,Fitting Group. / ELBOW,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,288,__import__.pci_20,Fitting Group. / Elbow (DL),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,292,__import__.pci_24,Fitting Group. / Faucet Elbow,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,293,__import__.pci_25,Fitting Group. / Faucet Reducing Elbow,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,294,__import__.pci_26,Fitting Group. / Faucet Socket,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,295,__import__.pci_27,Fitting Group. / Faucet Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,321,__import__.pci_53,Fitting Group. / Fitting Clip,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,296,__import__.pci_28,Fitting Group. / Fitting Socket,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,302,__import__.pci_34,Fitting Group. / Head,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,308,__import__.pci_40,Fitting Group. / Nipple,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,323,__import__.pci_55,Fitting Group. / Reducing Elbow,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,325,__import__.pci_57,Fitting Group. / Reducing Socket,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,326,__import__.pci_58,Fitting Group. / Reducing Socket(DL),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,327,__import__.pci_59,Fitting Group. / Reducing TY DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,328,__import__.pci_60,Fitting Group. / Reducing Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,329,__import__.pci_61,Fitting Group. / Reducing Tee (DL),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,330,__import__.pci_62,Fitting Group. / Reducing Y DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,332,__import__.pci_64,Fitting Group. / Saddle,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,333,__import__.pci_65,Fitting Group. / Saddle (New),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,334,__import__.pci_66,Fitting Group. / Socket DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,335,__import__.pci_67,Fitting Group. / Socket Push In,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,336,__import__.pci_68,Fitting Group. / Socket Union,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,339,__import__.pci_71,Fitting Group. / TY (DL),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,340,__import__.pci_72,Fitting Group. / Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,341,__import__.pci_73,Fitting Group. / Tee DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,346,__import__.pci_78,Fitting Group. / Valve Elbow,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,347,__import__.pci_79,Fitting Group. / Valve Plug,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,348,__import__.pci_80,Fitting Group. / Valve Socket,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,349,__import__.pci_81,Fitting Group. / Valve Socket Pushin,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,353,__import__.pci_85,Fitting Group. / Way Tee,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,356,__import__.pci_88,Fitting Group. / Y DL,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,297,__import__.pci_29,Flange,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,298,__import__.pci_30,Floor Drain,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,300,__import__.pci_32,Foot Valve,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3381,__export__.product_category_3381_ae350eaf,Fuel,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3397,__export__.product_category_3397_11679b0f,G20 Pipe,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
45,3399,__export__.product_category_3399_cb1fef6d,GOLDTAX အိမ်သုတ်ဆေး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3395,__export__.product_category_3395_f57c809b,Gold Lex Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
45,3598,__export__.product_category_3598_30c0fe99,Gold Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
