Company ID,Category ID,Category,Source valuation,Before,After
102,283,SOGO. / Sogo Clip,Manual,Perpetual (at invoicing),Periodic (at closing)
102,284,Corner,Manual,Perpetual (at invoicing),Periodic (at closing)
102,285,Fitting Group. / Cross TY DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,286,Door Lock,Manual,Perpetual (at invoicing),Periodic (at closing)
102,287,Fitting Group. / ELBOW,Manual,Perpetual (at invoicing),Periodic (at closing)
102,288,Fitting Group. / Elbow (DL),Manual,Perpetual (at invoicing),Periodic (at closing)
102,289,မီးသတ်ဆေးဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,290,SOGO. / FX  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,292,Fitting Group. / Faucet Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
102,293,Fitting Group. / Faucet Reducing Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
102,294,Fitting Group. / Faucet Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
102,295,Fitting Group. / Faucet Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
102,296,Fitting Group. / Fitting Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
102,297,Flange,Manual,Perpetual (at invoicing),Periodic (at closing)
102,298,Floor Drain,Manual,Perpetual (at invoicing),Periodic (at closing)
102,300,Foot Valve,Manual,Perpetual (at invoicing),Periodic (at closing)
102,301,Gutter Fitting,Manual,Perpetual (at invoicing),Periodic (at closing)
102,302,Fitting Group. / Head,Manual,Perpetual (at invoicing),Periodic (at closing)
102,303,ရေခဲပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,304,SOGO. / Joint Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,305,Junnet,Manual,Perpetual (at invoicing),Periodic (at closing)
102,306,Kaw Bu,Manual,Perpetual (at invoicing),Periodic (at closing)
102,307,Popular Group / မှန်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,308,Fitting Group. / Nipple,Manual,Perpetual (at invoicing),Periodic (at closing)
102,309,SOGO. / PDI  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,310,SOGO. / PPI  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,311,SOGO. / PRU  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,312,SOGO. / PSG  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,313,SOGO. / PSI  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,314,SOGO. / PSK  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,315,SOGO. / PSO  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,316,SOGO. / PSR  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,317,PVC Door,Manual,Perpetual (at invoicing),Periodic (at closing)
102,319,SOGO Hose,Manual,Perpetual (at invoicing),Periodic (at closing)
102,320,Panel Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,321,Fitting Group. / Fitting Clip,Manual,Perpetual (at invoicing),Periodic (at closing)
102,322,SOGO. / Plug,Manual,Perpetual (at invoicing),Periodic (at closing)
102,323,Fitting Group. / Reducing Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
102,325,Fitting Group. / Reducing Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
102,326,Fitting Group. / Reducing Socket(DL),Manual,Perpetual (at invoicing),Periodic (at closing)
102,327,Fitting Group. / Reducing TY DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,328,Fitting Group. / Reducing Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
102,329,Fitting Group. / Reducing Tee (DL),Manual,Perpetual (at invoicing),Periodic (at closing)
102,330,Fitting Group. / Reducing Y DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,331,SOGO. / SG  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,332,Fitting Group. / Saddle,Manual,Perpetual (at invoicing),Periodic (at closing)
102,333,Fitting Group. / Saddle (New),Manual,Perpetual (at invoicing),Periodic (at closing)
102,334,Fitting Group. / Socket DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,335,Fitting Group. / Socket Push In,Manual,Perpetual (at invoicing),Periodic (at closing)
102,336,Fitting Group. / Socket Union,Manual,Perpetual (at invoicing),Periodic (at closing)
102,337,Sprinkler,Manual,Perpetual (at invoicing),Periodic (at closing)
102,338,SOGO. / Switch/Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
102,339,Fitting Group. / TY (DL),Manual,Perpetual (at invoicing),Periodic (at closing)
102,340,Fitting Group. / Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
102,341,Fitting Group. / Tee DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,343,အိမ်သာပိုက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,345,Union,Manual,Perpetual (at invoicing),Periodic (at closing)
102,346,Fitting Group. / Valve Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
102,347,Fitting Group. / Valve Plug,Manual,Perpetual (at invoicing),Periodic (at closing)
102,348,Fitting Group. / Valve Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
102,349,Fitting Group. / Valve Socket Pushin,Manual,Perpetual (at invoicing),Periodic (at closing)
102,350,SOGO Pipe,Manual,Perpetual (at invoicing),Periodic (at closing)
102,351,ရေတိုင်ကီ Group / ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,352,Water Tap,Manual,Perpetual (at invoicing),Periodic (at closing)
102,353,Fitting Group. / Way Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
102,354,SOGO Window Profile / Window,Manual,Perpetual (at invoicing),Periodic (at closing)
102,356,Fitting Group. / Y DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,358,ဘိုထိုင်ကြွေအိုး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,365,Popular Pipe (Cancel),Manual,Perpetual (at invoicing),Periodic (at closing)
102,366,Mango Pipe,Manual,Perpetual (at invoicing),Periodic (at closing)
102,367,Mango Hose,Manual,Perpetual (at invoicing),Periodic (at closing)
102,373,Fitting Group.,Manual,Perpetual (at invoicing),Periodic (at closing)
102,375,SOGO.,Manual,Perpetual (at invoicing),Periodic (at closing)
102,376,Trunking,Manual,Perpetual (at invoicing),Periodic (at closing)
102,579,Popular Group / ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,580,Popular Group / ရေခဲဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,581,Popular Group / ရေခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,582,Popular Group / ရေတကောင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,583,Popular Group / ပုဂံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,584,Popular Group / ဆပ်ပြာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,585,Popular Group / ထွေးခံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,586,Popular Group / ဆီးအိုး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,587,Popular Group / Brush,Manual,Perpetual (at invoicing),Periodic (at closing)
102,588,Popular Group / အိမ်သာ Brush,Manual,Perpetual (at invoicing),Periodic (at closing)
102,589,Popular Group / လင်ဗန်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,590,Popular Group / ဦးထုပ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,591,Popular Group / ယပ်တောင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,592,Popular Group / ဖလား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,593,Popular Group / ရေမှုတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,595,အိမ်သာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,596,Popular Group / ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,597,Popular Group / ဇကာ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,598,Popular Group / ခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,599,Popular Group / BOX,Manual,Perpetual (at invoicing),Periodic (at closing)
102,600,Popular Group / ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,601,Popular Group / ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,602,Popular Group / အုပ်ဆောင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,603,Popular Group / အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,604,Popular Group / အံဆွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,605,Popular Group / စင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,606,Popular Group / မုန့်ကဒ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,607,Popular Group / စားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,608,Popular Group / ခုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,609,ရေသန့်ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,610,Thinwall,Manual,Perpetual (at invoicing),Periodic (at closing)
102,611,Popular Group / King ဖလား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,612,Popular Group / King ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,613,Popular Group / King ခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,614,Popular Group / King ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,615,Popular Group / King ခုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,616,Popular Group / King  အုပ်ဆောင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,617,Popular Group / King ဇကာ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,618,Popular Group / King ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,619,Popular Group / King ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,620,Popular Group / King ရေခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,621,Popular Group / King ဦးထုပ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,622,Popular Group / King ထွေးခံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,623,Popular Group / Mango  Brush,Manual,Perpetual (at invoicing),Periodic (at closing)
102,624,Popular Group / Mango တံမျက်စည်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,625,Popular Group / Mango ဖလား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,626,Popular Group / Mango ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,627,ပန်းအိုး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,628,နို့ဆီပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,629,ကြက်စာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,630,Repro Tee ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,631,သော့ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,632,ခြင်းလုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,633,Clip,Manual,Perpetual (at invoicing),Periodic (at closing)
102,635,သံစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,636,စတီးစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,637,King သံစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,638,ကြိတ်သားသံစားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,639,အ၀တ်လှန်းစင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,640,ပုဂံစင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,641,စာအုပ်စင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,642,မုန့်စင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,643,သံခုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,644,လမ်းဘလောက်တုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,645, မယ်လမင်း Group / Mango မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,646, မယ်လမင်း Group / Mango မယ်လမင်းအပါး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,647, မယ်လမင်း Group / Lion မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,648,Popular Group / ORDER,Manual,Perpetual (at invoicing),Periodic (at closing)
102,649,ရွှေဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,650,ရာဘာခံခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,651,Popular Group / Summit ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,652,Popular Group / Summit ဇကာ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,653,Popular Group / Summit ခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,654,Popular Group / Summit မုန့်စင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,655,Popular Group / Summit စင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,656,Popular Group / Summit အုပ်ဆောင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,657,Popular Group / Summit ဆီးအိုး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,658,Popular Group / Summit ဂေါ် ပြား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,659,Popular Group / Summit မှန်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,660,Popular Group / Summit ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,661,Popular Group / Summit စဉ့်နီတုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,662,Popular Group / Summit ကတော့,Manual,Perpetual (at invoicing),Periodic (at closing)
102,663,Popular Group / Summit ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,664,Popular Group / Summit လင်ဗန်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,665,Popular Group / Summit ရေတကောင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,666,Popular Group / Summit ဂျိုင့်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,667,Popular Group / Summit ခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,668,Popular Group / Summit ယပ်တောင်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,669,Popular Group / Summit ပန်းအိုး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,670,Popular Group / Summit ဖလား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,671,Popular Group / Summit ပုဂံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,672,Popular Group / Summit Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,673,Popular Group / Summit ဆပ်ပြာခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,674,Popular Group / Summit ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,675,Popular Group / Summit အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,676,Popular Group / Summit ခုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,677,Popular Group / Summit စားပွဲ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,678,Popular Group / Summit Foot Mass,Manual,Perpetual (at invoicing),Periodic (at closing)
102,679,Popular Group / Summit ရေခဲဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,680,All / Deliveries,Manual,Perpetual (at invoicing),Periodic (at closing)
102,681,Yoma Pipe (Cancel),Manual,Perpetual (at invoicing),Periodic (at closing)
102,682,မီးအားမြှင့်စက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,1896,Popular Group,Manual,Perpetual (at invoicing),Periodic (at closing)
102,1897,စည်ပင်အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,1906, မယ်လမင်း Group,Manual,Perpetual (at invoicing),Periodic (at closing)
102,1908,သံစားပွဲ Group,Manual,Perpetual (at invoicing),Periodic (at closing)
102,2871,Popular Group / Mango Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,2872,Comb,Manual,Perpetual (at invoicing),Periodic (at closing)
102,2873,ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,2878,ရေတိုင်ကီ Group,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3279,ရေခဲမုန့်ဇွန်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3280,ဂဏန်းခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3282,ရေချိုးခန်းမှန်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3283,Fitting Group. / Cross Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3284,Smart Aircon,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3285,ကြွေပြား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3286,ကားကတ်ဆက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3288,COVID Face Shield,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3289,COVID အမှိုက်ပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3290,Cross Tee Ball Valve,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3291, ဆီပုံး ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3292,ဖော့ဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3294,SOGO. / Globe,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3298,ဆီပေပါ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3299,ရေဖြန်းခေါင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3300,Adapter,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3303,YS Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3320,Factory Labour,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3321,Factory Label,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3322,Factory Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3323,Factory Metal,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3324,Factory Meter,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3325,Factory Diesel,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3326,Factory Other,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3327,Factory Plastic,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3328,Main Plastic,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3329,Main Label,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3330,Main Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3331,Main String,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3332,Main Other,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3333,Semi Finished Goods,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3378,Raw (Bajar Pipe),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3379,Finished Goods ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3381,Fuel,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3383,Waste,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3385,Socket DL,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3387,Bio Ball,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3388,Pipe(ပေတို),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3389,HD (Blow) ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3390,Fitting Group. / Bushing,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3391,Gold Tax Pipe,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3392,ဖော့ပြား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3396,Ball Valve ရစ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3398,JADE အိမ်သုတ်ဆေး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3399,GOLDTAX အိမ်သုတ်ဆေး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3401,Popular Group / ဗီဒို,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3406,Marble ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3407, မယ်လမင်း Group / မယ်လမင်း(အမဲ),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3410,Pipe (အရောင်ဖျော့),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3411, မယ်လမင်း Group / Marble မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3412,Popular Group / MOANA Box,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3413, မယ်လမင်း Group / Gold မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3433,Mango Clip,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3434,KGO Design,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3573,001-Raw Recycle,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3582,Pallet,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3583,Popular Group / MOANA  Brush,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3586,Sticker,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3587,Septic Tank,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3588,Septic Tank - Accessories,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3589,File Clip Frame,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3590,Mango Ware (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3591,Design Paper- Gold Series,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3592,Design Paper-Melamine,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3593,Black Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3594,Marble Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3595,Design Paper-Urea,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3596,Lion Ware (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3597,Design Paper-Lion,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3598,Gold Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3599,Reject,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3600,Damage PVC E-Pipe,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3601,Damage SOGO Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3602,Damage Mango Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3603,Damage Gold Lex Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3604,FG-Damage,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3612,ငှက်သိုက်ခွက်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3613,Popular Group / MOANA ဇကာ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3614,Ball Valve Accessory,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3615,Production,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3616,001-Sticker/King,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3617,001-Sticker/SOGO,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3618,001-Sticker/Yamaha,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3619,001-Accessories,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3620,001-Accessories/Aluminium Coil,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3621,001-Accessories/Heater Coil,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3622,001-Filter,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3623,PVC Ball Valve Blue စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3624,PVC Ball Valve Green စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3625,PVC Ball Valve Red စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3626,Accessory For Machinery(Hose),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3627,Packing(Hose),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3628,Raw Materials(Hose),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3629,Recycle(Hose),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3630,Compound(Hose),Manual,Perpetual (at invoicing),Periodic (at closing)
102,3631,Popular Group / MOANA  ‌‌‌ဂေါ်ပြား,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3632,Dye Powder,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3633,Popular Group / MOANA ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3634,Popular Group / MOANA ခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3635,Popular Group / MOANA ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3636,Popular Group / MOANA ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
102,3637,Popular Group / MOANA ထွေးခံ,Manual,Perpetual (at invoicing),Periodic (at closing)
103,1,All,Manual,Perpetual (at invoicing),Periodic (at closing)
103,3,All / Expenses,Manual,Perpetual (at invoicing),Periodic (at closing)
103,269,Ball Valve စွပ်,Manual,Perpetual (at invoicing),Periodic (at closing)
103,270,SOGO. / Base Box,Manual,Perpetual (at invoicing),Periodic (at closing)
103,271,Popular Group / စက်ဘီးခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing)
103,272,SOGO. / Board,Manual,Perpetual (at invoicing),Periodic (at closing)
103,274,Fitting Group. / Brass Faucet Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
103,275,Fitting Group. / Brass Faucet Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
103,276,Fitting Group. / Brass Faucet Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
103,277,SOGO. / Breaker Box,Manual,Perpetual (at invoicing),Periodic (at closing)
103,278,Fitting Group. / Cap,Manual,Perpetual (at invoicing),Periodic (at closing)
103,279,Fitting Group. / Cap DL,Manual,Perpetual (at invoicing),Periodic (at closing)
103,280,Ceiling,Manual,Perpetual (at invoicing),Periodic (at closing)
103,281,SOGO. / Choke,Manual,Perpetual (at invoicing),Periodic (at closing)
103,282,Fitting Group. / Clean Out Plug,Manual,Perpetual (at invoicing),Periodic (at closing)
103,283,SOGO. / Sogo Clip,Manual,Perpetual (at invoicing),Periodic (at closing)
103,284,Corner,Manual,Perpetual (at invoicing),Periodic (at closing)
103,285,Fitting Group. / Cross TY DL,Manual,Perpetual (at invoicing),Periodic (at closing)
103,286,Door Lock,Manual,Perpetual (at invoicing),Periodic (at closing)
103,287,Fitting Group. / ELBOW,Manual,Perpetual (at invoicing),Periodic (at closing)
103,288,Fitting Group. / Elbow (DL),Manual,Perpetual (at invoicing),Periodic (at closing)
103,289,မီးသတ်ဆေးဘူး,Manual,Perpetual (at invoicing),Periodic (at closing)
103,290,SOGO. / FX  Design,Manual,Perpetual (at invoicing),Periodic (at closing)
103,292,Fitting Group. / Faucet Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
103,293,Fitting Group. / Faucet Reducing Elbow,Manual,Perpetual (at invoicing),Periodic (at closing)
103,294,Fitting Group. / Faucet Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
103,295,Fitting Group. / Faucet Tee,Manual,Perpetual (at invoicing),Periodic (at closing)
103,296,Fitting Group. / Fitting Socket,Manual,Perpetual (at invoicing),Periodic (at closing)
103,297,Flange,Manual,Perpetual (at invoicing),Periodic (at closing)
103,298,Floor Drain,Manual,Perpetual (at invoicing),Periodic (at closing)
103,300,Foot Valve,Manual,Perpetual (at invoicing),Periodic (at closing)
103,301,Gutter Fitting,Manual,Perpetual (at invoicing),Periodic (at closing)
103,302,Fitting Group. / Head,Manual,Perpetual (at invoicing),Periodic (at closing)
103,303,ရေခဲပုံး,Manual,Perpetual (at invoicing),Periodic (at closing)
